receptor,tumor_type,gtex_tissue,tumor_rank_metric,normal_rank_metric,delta_percentile,panel_background_shift,delta_percentile_bg_corrected,direction_gtex_rank,tumor_median_rsem,normal_median_tpm,passes_tcga_floor_in_type,mapping_quality,max_ligand_availability,in_top_ligand_axis,caveat,n_tcga_adjacent_normals,adjnormal_median_rsem,log2FC_tumor_vs_adjnormal,log2FC_bg_corrected_within_tcga,cliffs_delta,fdr_within_tcga,direction_within_tcga,consensus_direction,direction
CCR1,LUSC,Lung,58.38,64.25,-5.87,0.8,-6.67,comparable,206.91,15.8825,False,good,1.5915,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,778.93,-1.9074,-1.6252,-0.8739,1.1477510241267487e-23,depleted,comparable/depleted (partial),comparable
CCR5,LUSC,Lung,53.66,47.86,5.8,0.8,5.0,comparable,135.69,4.4873,False,good,1.5915,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,351.46,-1.3665,-1.0843,-0.5505,3.1134759175727214e-10,depleted,comparable/depleted (partial),comparable
CD4,LUSC,Lung,83.03,88.76,-5.73,0.8,-6.53,comparable,1287.53,83.9445,True,good,0.4296,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,4567.15,-1.8259,-1.5437,-0.8756,9.754283582279863e-24,depleted,comparable/depleted (partial),comparable
CD44,LUSC,Lung,98.33,90.36,7.98,0.8,7.18,comparable,13613.1,101.346,True,good,0.2753,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,14825.6,-0.1231,0.1591,-0.0612,0.5184464214400809,comparable,comparable (both methods agree),comparable
CX3CR1,LUSC,Lung,36.77,35.46,1.31,0.8,0.51,comparable,25.09,1.5347,False,good,0.9787,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,372.87,-3.8411,-3.5589,-0.9452,2.030242788836397e-27,depleted,comparable/depleted (partial),comparable
EGFR,LUSC,Lung,88.32,69.33,19.0,0.8,18.2,enriched,2054.93,22.1273,True,good,0.2873,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1143.76,0.8447,1.1269,0.5145,4.0751029884226e-09,enriched,enriched (both methods agree),enriched
ERBB2,LUSC,Lung,91.01,82.45,8.56,0.8,7.76,comparable,2701.22,47.7796,True,good,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,3282.35,-0.281,0.0012,-0.2979,0.0007700219493836857,comparable,comparable (both methods agree),comparable
ERBB3,LUSC,Lung,84.77,66.06,18.71,0.8,17.91,enriched,1493.81,18.2674,True,good,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2467.83,-0.7239,-0.4417,-0.4861,2.836763701239576e-08,comparable,enriched/comparable (partial),enriched
ERBB4,LUSC,Lung,30.53,29.37,1.16,0.8,0.36,comparable,10.47,0.8821,False,good,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,208.25,-4.189,-3.9068,-0.9727,6.500456008560328e-29,depleted,comparable/depleted (partial),comparable
F2R,LUSC,Lung,77.88,80.57,-2.68,0.8,-3.48,comparable,887.73,42.4784,True,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1252.28,-0.4959,-0.2137,-0.3938,7.6275050576006525e-06,comparable,comparable (both methods agree),comparable
F2RL1,LUSC,Lung,73.97,50.4,23.57,0.8,22.77,enriched,624.81,5.4108,True,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,246.95,1.3357,1.6179,0.6611,3.7292686658776076e-14,enriched,enriched (both methods agree),enriched
F2RL2,LUSC,Lung,44.53,27.99,16.53,0.8,15.74,enriched,56.02,0.7679,False,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,19.27,1.4924,1.7746,0.469,8.527123168422954e-08,enriched,enriched (both methods agree),enriched
F2RL3,LUSC,Lung,43.29,83.1,-39.81,0.8,-40.61,depleted,49.1,49.2166,False,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,242.74,-2.2824,-2.0002,-0.8084,1.766036762139612e-20,depleted,depleted (both methods agree),depleted
FGFR1,LUSC,Lung,81.15,85.5,-4.35,0.8,-5.15,comparable,1079.13,60.3967,True,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1978.5,-0.8739,-0.5917,-0.4661,1.0253289172602164e-07,depleted,comparable/depleted (partial),comparable
FGFR2,LUSC,Lung,86.22,53.08,33.14,0.8,32.34,enriched,1667.97,6.9462,True,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1354.27,0.3004,0.5826,0.145,0.11107936951259074,comparable,enriched/comparable (partial),enriched
FGFR3,LUSC,Lung,87.53,62.87,24.66,0.8,23.86,enriched,1897.7,14.5128,True,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,735.24,1.3668,1.649,0.5317,1.2216670646918986e-09,enriched,enriched (both methods agree),enriched
FGFR4,LUSC,Lung,53.01,90.65,-37.64,0.8,-38.43,depleted,129.5,106.981,False,good,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,1680.08,-3.6873,-3.4051,-0.9775,3.914143968781469e-29,depleted,depleted (both methods agree),depleted
FLT1,LUSC,Lung,76.72,72.01,4.71,0.8,3.92,comparable,792.88,25.3862,True,good,0.1691,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1832.61,-1.2077,-0.9255,-0.7916,1.0436323072886064e-19,depleted,comparable/depleted (partial),comparable
FZD1,LUSC,Lung,78.97,67.3,11.68,0.8,10.88,enriched,962.19,19.6849,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1159.16,-0.2684,0.0138,-0.1619,0.07372202904710808,comparable,enriched/comparable (partial),enriched
FZD10,LUSC,Lung,61.93,34.88,27.05,0.8,26.25,enriched,263.55,1.4431,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,37.83,2.7684,3.0506,0.5752,4.7465847342359715e-11,enriched,enriched (both methods agree),enriched
FZD2,LUSC,Lung,55.69,51.49,4.21,0.8,3.41,comparable,168.31,5.9873,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,156.41,0.1051,0.3873,0.0586,0.5357316916081805,comparable,comparable (both methods agree),comparable
FZD3,LUSC,Lung,51.85,30.75,21.1,0.8,20.3,enriched,116.12,1.019,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,60.74,0.9238,1.206,0.6268,7.558872805772348e-13,enriched,enriched (both methods agree),enriched
FZD4,LUSC,Lung,64.97,87.67,-22.7,0.8,-23.5,depleted,318.62,72.9019,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,2049.47,-2.6815,-2.3993,-0.9806,2.628154178897818e-29,depleted,depleted (both methods agree),depleted
FZD5,LUSC,Lung,67.88,59.61,8.27,0.8,7.47,comparable,409.05,11.4721,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1176.85,-1.5223,-1.2401,-0.8591,6.2978573446438e-23,depleted,comparable/depleted (partial),comparable
FZD6,LUSC,Lung,90.5,68.89,21.61,0.8,20.81,enriched,2652.89,21.6729,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1285.15,1.045,1.3272,0.7604,2.73772498195782e-18,enriched,enriched (both methods agree),enriched
FZD7,LUSC,Lung,79.99,58.59,21.39,0.8,20.59,enriched,1012.54,10.9073,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,498.2,1.0217,1.3039,0.4878,2.5296346247644427e-08,enriched,enriched (both methods agree),enriched
FZD8,LUSC,Lung,56.71,55.55,1.16,0.8,0.36,comparable,182.56,8.2869,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,345.7,-0.9175,-0.6353,-0.5167,3.5157524579723075e-09,depleted,comparable/depleted (partial),comparable
FZD9,LUSC,Lung,36.55,21.61,14.94,0.8,14.14,enriched,23.71,0.2914,False,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,4.54,2.1576,2.4398,0.6743,1.141192953371507e-14,enriched,enriched (both methods agree),enriched
HAVCR2,LUSC,Lung,64.32,72.3,-7.98,0.8,-8.77,comparable,304.69,25.8989,False,good,0.2753,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,845.26,-1.469,-1.1868,-0.7434,1.487731594198335e-17,depleted,comparable/depleted (partial),comparable
IGF1R,LUSC,Lung,91.3,67.51,23.79,0.8,22.99,enriched,2815.13,19.8971,True,good,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1688.21,0.7374,1.0196,0.5877,1.8208016159281533e-11,enriched,enriched (both methods agree),enriched
IGF2R,LUSC,Lung,94.34,77.37,16.97,0.8,16.17,enriched,4800.08,36.2348,True,good,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,5648.03,-0.2346,0.0476,-0.202,0.024788860403590567,comparable,enriched/comparable (partial),enriched
IL17RB,LUSC,Lung,40.03,56.64,-16.61,0.8,-17.4,depleted,35.09,8.8505,False,good,0.1853,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,112.98,-1.659,-1.3768,-0.7541,5.217566064848801e-18,depleted,depleted (both methods agree),depleted
IL6ST,LUSC,Lung,68.46,91.15,-22.7,0.8,-23.5,depleted,436.89,116.885,True,good,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2130.36,-2.2831,-2.0009,-0.9751,4.9705839164307545e-29,depleted,depleted (both methods agree),depleted
ITGA4,LUSC,Lung,67.51,57.87,9.64,0.8,8.85,comparable,394.31,10.2868,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,826.65,-1.0661,-0.7839,-0.6094,3.181684042259746e-12,depleted,comparable/depleted (partial),comparable
ITGA6,LUSC,Lung,96.01,79.99,16.03,0.8,15.23,enriched,6847.29,40.8366,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2353.6,1.5403,1.8225,0.6966,1.4856455216123203e-15,enriched,enriched (both methods agree),enriched
ITGAV,LUSC,Lung,94.13,82.09,12.04,0.8,11.24,enriched,4345.11,46.6061,True,good,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2462.15,0.8192,1.1014,0.6295,6.00704327056683e-13,enriched,enriched (both methods agree),enriched
ITGB1,LUSC,Lung,97.68,95.07,2.61,0.8,1.81,comparable,10015.1,180.713,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,12679.2,-0.3403,-0.0581,-0.3446,9.670495307258782e-05,comparable,comparable (both methods agree),comparable
ITGB3,LUSC,Lung,46.85,55.98,-9.14,0.8,-9.93,comparable,74.16,8.4117,False,good,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,176.0,-1.2356,-0.9534,-0.6267,7.58086617867314e-13,depleted,comparable/depleted (partial),comparable
ITGB4,LUSC,Lung,97.82,66.21,31.62,0.8,30.82,enriched,10347.4,18.2769,True,good,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1526.53,2.7601,3.0423,0.9022,3.9286459827063897e-25,enriched,enriched (both methods agree),enriched
ITGB5,LUSC,Lung,93.91,88.47,5.44,0.8,4.64,comparable,4238.85,79.2566,True,good,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2741.95,0.6283,0.9105,0.4847,3.0981729352248804e-08,enriched,comparable/enriched (partial),comparable
LIFR,LUSC,Lung,69.54,79.41,-9.86,0.8,-10.66,depleted,465.59,39.7253,True,good,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,3430.88,-2.8788,-2.5966,-0.9234,2.8802378733138185e-26,depleted,depleted (both methods agree),depleted
LRP1,LUSC,Lung,96.23,92.82,3.41,0.8,2.61,comparable,7137.37,136.926,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,18522.3,-1.3757,-1.0935,-0.7199,1.534397753138242e-16,depleted,comparable/depleted (partial),comparable
LRP5,LUSC,Lung,87.31,77.23,10.08,0.8,9.28,comparable,1882.87,35.5339,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2433.39,-0.3699,-0.0877,-0.3097,0.0004635834440747482,comparable,comparable (both methods agree),comparable
LRP6,LUSC,Lung,76.65,64.32,12.33,0.8,11.53,enriched,784.6,15.9488,True,good,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,1075.77,-0.4548,-0.1726,-0.4014,5.044548298621871e-06,comparable,enriched/comparable (partial),enriched
MERTK,LUSC,Lung,71.28,68.96,2.32,0.8,1.52,comparable,512.8,21.6946,True,good,0.1195,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,380.29,0.4303,0.7125,0.2441,0.006244731577287297,enriched,comparable/enriched (partial),comparable
NCL,LUSC,Lung,98.48,95.43,3.05,0.8,2.25,comparable,14459.5,189.576,True,good,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,8597.01,0.75,1.0322,0.8229,3.71107788943923e-21,enriched,comparable/enriched (partial),comparable
NPR1,LUSC,Lung,47.21,85.35,-38.14,0.8,-38.94,depleted,77.27,60.0098,False,good,3.0542,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,1666.35,-4.4129,-4.1307,-0.9978,2.7449385573249517e-30,depleted,depleted (both methods agree),depleted
NRP1,LUSC,Lung,83.68,80.28,3.41,0.8,2.61,comparable,1342.72,41.4733,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,4523.86,-1.7516,-1.4694,-0.9255,2.26492360093549e-26,depleted,comparable/depleted (partial),comparable
NRP2,LUSC,Lung,81.87,66.64,15.23,0.8,14.43,enriched,1174.52,18.6129,True,good,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,2039.03,-0.7953,-0.5131,-0.5165,3.5677450985415258e-09,depleted,discordant,enriched
NTRK1,LUSC,Lung,26.03,37.85,-11.82,0.8,-12.62,depleted,5.94,1.834,False,good,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,15.82,-1.2767,-0.9945,-0.6209,1.219801510277496e-12,depleted,depleted (both methods agree),depleted
NTRK2,LUSC,Lung,93.47,37.49,55.98,0.8,55.18,enriched,3907.35,1.7701,True,good,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,695.31,2.4888,2.771,0.4695,8.238157016663782e-08,enriched,enriched (both methods agree),enriched
NTRK3,LUSC,Lung,24.08,39.16,-15.08,0.8,-15.88,depleted,4.18,2.1421,False,good,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; below TCGA expression floor in this tumor type,51.0,55.97,-3.4583,-3.1761,-0.9019,3.969332244479229e-25,depleted,depleted (both methods agree),depleted
PARD3,LUSC,Lung,85.79,69.98,15.81,0.8,15.01,enriched,1621.83,22.9907,True,good,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change,51.0,866.94,0.9028,1.185,0.7334,4.074440452944962e-17,enriched,enriched (both methods agree),enriched
